ID,No of employee,Annual turnover,TCTC,Basic Salary,Cash Injection,Contrib Waiver,Affected Employee
3422,4,0,0,0,0,1,1
3423,21,48500,n/a,2000,1,1,1
3424,9,0,0,0,0,0,1
3425,4,0,0,0,0,0,1
3426,1,0,0,0,0,0,1
3427,6,0,0,0,0,0,1
3428,2,0,41289.37,37500,1,1,1
3429,3,0,0,0,0,0,1
3430,1,0,0,0,0,1,1
3431,64,0,0,0,0,1,1
3432,20,0,0,0,0,0,1
3433,2,0,0,0,0,0,1
3434,6,0,0,0,0,0,1
3435,1,0,0,0,0,0,1
3436,1,0,0,0,0,0,1
3437,3,0,0,0,0,0,1
3438,4,0,0,0,0,0,1
3439,13,0,0,0,0,0,1
3440,2,0,0,0,0,0,1
3441,6,0,0,0,0,0,1
3442,2,0,0,0,0,0,1
3443,5,0,0,0,0,1,1
3444,1,0,0,0,0,0,1
3445,1,0,0,0,0,0,1
3446,1,0,0,0,0,0,1
3447,1,0,0,0,0,0,1
3448,1,0,0,0,0,0,1
3449,1,0,0,0,0,0,1
3450,24,0,0,0,0,1,1
3451,10,0,0,0,0,0,1
3452,14,0,0,0,0,1,1
3453,2,0,0,0,0,0,1
3454,12,0,0,0,0,0,1
3455,2,12000,n/a,900,0,1,1
3456,2,0,0,0,0,1,1
3457,1,0,0,0,0,0,1
3458,1,0,0,0,0,0,1
3459,1,0,0,0,0,0,1
3460,1,500000,8000,3500,1,1,1
3461,3,0,0,0,0,0,1
3462,2,0,0,0,0,0,1
3463,1,2illion,733,16000,1,1,1
3464,6,0,0,0,0,0,1
3465,38,42100,n/a,1000,1,1,1
3466,13,0,0,0,0,1,1
3467,8,0,0,0,0,0,1
3468,7,0,0,0,0,0,1
3469,8,0,0,0,0,0,1
3470,4,0,0,0,0,0,1
3471,1,0,0,0,0,0,1
3472,9,0,0,0,0,0,1
3473,2,0,0,0,0,0,1
3474,4,0,0,0,0,0,1
3475,3,400,925.8,15000,1,0,1
3476,46,0,0,0,0,0,1
3477,1,2500000,0,35000,1,1,1
3478,8,16000000,342302,228835.43,0,1,0
3479,15,0,0,0,0,0,1
3480,19,0,0,0,0,0,1
3481,10,0,0,0,0,0,1
3482,1,0,0,0,0,0,1
3483,1,43080,43080,3590,0,0,1
3484,41,0,17000,17000,1,1,1
3485,9,0,0,0,0,0,1
3486,8,aroxiately600000,0,40000,1,1,1
3487,15,458637.95,123194,123194,1,1,1
3488,4,0,0,38800,0,0,1
3489,2,9003356,57923.93,107910,1,1,1
3490,46,66000,1188,5500,0,1,0
3491,6,2500,0,2500,1,1,1
3492,7,150000,4000,4000,1,0,1
3493,4,11500,11502,15000,0,1,1
3494,13,32000,1296,7500,1,1,1
3495,2,0,0,0,0,1,1
3496,15,0,0,0,0,0,1
3497,23,0,0,0,0,0,1
3498,3,0,0,0,0,0,1
3499,7,0,0,0,0,0,1
3500,4,0,0,0,0,0,1
3501,15,0,0,0,0,0,1
3502,4,0,0,0,0,0,1
3503,1,0,0,0,0,0,1
3504,4,0,0,0,0,0,1
3505,1,0,0,0,0,0,1
3506,8,0,0,0,0,0,1
3507,12,0,0,0,0,0,1
3508,3,0,0,0,0,0,1
3509,2,0,0,0,0,0,1
3510,2,0,0,0,0,1,1
3511,1,0,0,0,0,0,1
3512,3,0,0,0,0,0,1
3513,2,0,0,0,0,0,1
3514,6,0,0,0,0,0,1
3515,1,0,0,0,0,0,1
3516,11,0,0,0,0,1,1
3517,8,0,0,0,0,0,1
3518,6,0,0,0,0,0,1
3519,1,0,0,0,0,0,1
3520,1,0,0,0,0,0,1
3521,1,0,0,0,0,0,1
3522,1,0,0,0,0,0,1
3523,1,0,0,0,0,0,1
3524,76,0,0,0,0,0,1
3525,4,0,0,0,0,0,1
3526,42,0,0,0,0,0,1
3527,6,0,0,0,0,0,1
3528,18,0,0,0,0,0,1
3529,2,0,0,0,0,0,1
3530,2,0,0,0,0,0,1
3531,1,0,0,0,0,1,1
3532,1,0,0,0,0,0,1
3533,23,0,0,0,0,0,1
3534,9,0,0,0,0,0,1
3535,26,0,0,0,0,0,1
3536,12,291000,291000,24250,1,1,1
3537,2,150000000,1592541.54,1160595.94,1,1,1
3538,13,0,0,0,0,0,1
3539,1,7000000,120000,0,1,1,1
3540,1,123996,0,10333,1,1,1
3541,5,300000,0,7571,0,1,1
3542,1,9000000,147520.1,110492.93,1,1,1
3543,1,0,0,0,0,0,1
3544,25,0,0,0,1,1,1
3545,4,0,0,0,0,1,1
3546,96,0,25470,25470,1,0,1
3547,1,34596402.39,1431208.86,1269462.1,1,1,0
3548,1,0,0,0,0,0,1
3549,1,14000000,194255,136589.71,1,1,1
3550,1,164082,77090,77090,0,0,1
3551,18,0,0,0,0,0,1
3552,9,0,0,0,0,0,1
3553,16,150000000,540697.85,477356.69,1,1,1
3554,20,120000,11130,10230,0,0,1
3555,1,0,0,0,0,0,1
3556,1,0,0,0,0,0,1
3557,2,140400,35100,11700,1,1,1
3558,2,0,4200,4000,1,1,1
3559,2,0,0,0,1,1,1
3560,70,0,0,0,0,0,1
3561,9,50000,300000,24000,1,1,1
3562,1,0,0,0,0,0,1
3563,1,0,0,0,0,0,1
3564,6,0,0,0,0,0,1
3565,1,0,0,0,0,0,1
3566,1,0,0,0,0,0,1
3567,1,1282476,80250,72400,0,1,1
3568,1,0,0,0,0,1,1
3569,1,150000,45600,45600,0,1,0
3570,68,0,0,0,0,0,1
3571,18,0,0,0,0,0,1
3572,2,0,0,32000,1,1,1
3573,15,0,0,0,0,0,1
3574,13,18000,36000,0,1,1,1
3575,8,0,0,0,0,0,1
3576,1,0,0,0,0,0,1
3577,1,0,0,0,0,0,1
3578,6,0,0,0,0,0,1
3579,2,1500000,6400,76800,0,0,1
3580,4,0,0,0,0,0,1
3581,4,500000,5850,5850,0,0,1
3582,1,285312,1164,23776,1,1,1
3583,57,60000,0,1000,1,0,1
3584,15,213852.55,78840.67,34199.04,1,1,1
3585,11,0,0,0,0,0,1
3586,3,0,11000,11000,0,0,1
3587,1,0,0,0,0,0,1
3588,1,1800000,38000,38000,0,1,1
3589,2,0,0,0,0,0,1
3590,16,0,0,0,0,0,1
3591,19,700000,333792,297600,1,1,1
3592,14,262690,7200,7200,1,1,1
3593,5,0,0,0,0,0,1
3594,6,1500000,15000,135000,1,1,1
3595,5,3600,3600,3600,1,1,1
3596,1,0,0,0,0,0,1
3597,2,0,60177.75,53081.9,1,1,1
3598,1,3000000,120000,24758.75,1,0,1
3599,1,1064453.87,65337.02,60783,0,0,1
3600,3,0,0,0,0,1,1
3601,1,7000000,756000,111580,1,1,1
3602,18,0,0,0,0,0,1
3603,2,0,0,0,0,0,1
3604,1,0,0,0,0,0,1
3605,1,3438727.82,32141.77,32600,0,0,1
3606,1,300000,180000,72000,1,1,1
3607,5,600000,44130,43650,1,1,1
3608,3,0,0,0,0,0,1
3609,1,400000,288000,24000,0,0,1
3610,1,0,0,0,0,0,1
3611,23,0,0,0,0,0,1
3612,1,0,0,0,0,0,1
3613,10,0,0,0,0,0,1
3614,1,0,0,0,0,0,1
3615,12,0,0,0,0,0,1
3616,7,5017197.7,75411.66,49780.26,1,1,1
3617,5,0,0,0,0,0,1
3618,1,7785958.9,97718.77,64174.86,1,1,1
3619,6,0,0,0,0,0,1
3620,2,0,0,0,0,0,1
3621,12,0,0,0,0,0,1
3622,1,0,0,0,0,0,1
3623,1,0,0,0,0,0,1
3624,3,0,0,0,0,0,1
3625,6,0,0,0,0,0,1
3626,2,0,0,0,0,0,1
3627,1,0,0,0,0,0,1
3628,40,0,0,0,0,0,1
3629,15,0,0,0,0,0,1
3630,5,0,0,0,0,0,1
3631,5,APPROX500000-,42720,42420,1,0,1
3632,1,0,0,0,0,0,1
3633,2,0,0,0,0,0,1
3634,2,0,0,10000,0,1,1
3635,11,714000,16400,16400,1,1,1
3636,17,0,0,0,0,1,1
3637,9,0,0,0,0,0,1
3638,1,0,0,0,0,0,1
3639,1,0,0,0,0,0,1
3640,1,0,0,0,0,0,1
3641,1,0,0,0,0,0,1
3642,1488,30000,49400,3800,1,0,1
3643,1038,0,0,0,0,0,1
3644,106,0,0,0,0,1,1
3645,25,0,0,0,0,0,1
3646,18,0,0,0,0,0,1
3647,6,0,0,0,0,0,1
3648,5,0,0,0,0,0,1
3649,5,0,0,0,0,0,1
3650,2,0,0,0,0,0,1
3651,1,600000,17100,11400,1,1,1
3652,48,0,0,0,0,0,1
3653,3,0,0,0,0,0,1
3654,15,0,0,0,0,0,1
3655,4,303600,25300,25300,0,0,1
3656,2,200000,4006,4000,1,1,1
3657,1,5000000,12000,12000,1,1,1
3658,1,0,0,0,0,0,1
3659,11,140000,6000,500,0,1,0
3660,19,50000,0,2000,1,0,1
3661,2,0,0,0,0,0,1
3662,2,1600000,143790,500,1,1,1
3663,3,200000,7100,7100,1,1,1
3664,7,0,0,0,0,0,1
3665,1,5000000,367865,367865,1,1,1
3666,3,0,0,0,0,0,1
3667,1,0,0,0,0,0,1
3668,212,0,0,0,0,0,1
3669,11,30000,1200,1200,1,1,1
3670,52,3500000,200325.24,155263.91,1,1,1
3671,9,0,2830425,0,1,1,1
3672,24,0,0,0,0,0,1
3673,1,0,0,0,0,0,1
3674,43,0,0,0,0,0,1
3675,157,0,0,0,0,0,1
3676,12,0,0,0,0,1,1
3677,8,0,0,0,0,0,1
3678,9,5100000,51350,46000,1,1,1
3679,3,0,0,0,0,0,1
3680,1,0,0,0,0,0,1
3681,1,0,0,0,0,0,1
3682,1,0,0,0,0,0,1
3683,1,0,0,0,0,0,1
3684,1,1520000,18800,14800,1,1,1
3685,7,240000,24000,24000,1,1,1
3686,8,420000,11502.6,11400,1,1,1
3687,2,n30000,n12000,n12000,1,1,1
3688,1,0,0,0,0,0,1
3689,2,0,0,0,0,1,1
3690,7,90000,1200,1200,1,1,1
3691,7,0,0,0,0,0,1
3692,10,0,0,0,0,0,1
3693,4,257616,21468,21468,0,0,1
3694,4,2000000,0,120000,1,1,1
3695,6,0,0,0,0,0,1
3696,1,0,0,0,0,0,1
3697,2,0,0,0,0,0,1
3698,1,0,0,0,0,0,1
3699,3,0,0,0,0,0,1
3700,1,0,0,0,0,0,0
3701,9,0,0,0,0,0,1
3702,1,0,0,0,0,0,1
3703,1,0,0,0,0,0,1
3704,164,140000,419400,419400,1,1,1
3705,56,0,0,0,0,0,1
3706,1,0,0,0,0,0,1
3707,1,0,0,0,0,0,1
3708,3,0,0,0,0,0,1
3709,1,0,0,0,0,0,1
3710,3,0,0,0,0,0,1
3711,1,0,0,0,0,0,1
3712,1,0,0,0,0,0,1
3713,11,0,0,0,0,0,1
3714,16,12000,0,1000,0,0,1
3715,4,690485,0,20050,1,0,1
3716,7,2512583.7,163952.33,144577.05,1,1,1
3717,2,678536.76,148800,12400,1,1,1
3718,4,9072,756,756,1,1,1
3719,3,/A,2250,2250,0,0,1
3720,1,0,0,13219.8,1,1,1
3721,1,1704090,2655.2,23900,1,1,1
3722,1,0,0,1500,0,1,1
3723,34,0,0,33000,0,1,1
3724,2,4062202,113682,90800,1,1,1
3725,4,0,0,0,0,0,1
3726,1,991380,82615,82615,1,1,1
3727,1,0,0,40950,0,1,0
3728,35,0,0,2500,1,1,1
3729,38,1000000,340000,339600,1,1,1
3730,16,216000,0,10000,0,1,1
3731,1,0,0,0,0,1,1
3732,1,0,0,0,0,0,1
3733,3,0,0,0,0,0,1
3734,1,0,0,0,0,0,1
3735,1,0,0,0,0,0,1
3736,1,0,0,0,0,0,1
3737,3,0,0,0,0,0,1
3738,1,0,0,0,0,0,1
3739,1,0,0,0,0,0,1
3740,380,0,0,0,0,0,1
3741,33,0,0,0,0,0,1
3742,30,0,0,0,0,0,1
3743,10,0,0,0,0,0,1
3744,1,0,0,0,0,0,1
3745,7,0,0,0,0,0,1
3746,1,0,0,0,0,0,1
3747,8,207416,247147,147147,1,1,1
3748,1,0,0,0,0,0,1
3749,2,0,0,0,0,0,1
3750,1,0,0,0,0,0,1
3751,1,0,0,0,0,0,1
3752,26,0,0,0,0,0,1
3753,3,0,0,0,0,0,1
3754,1,0,0,0,0,0,1
3755,11,0,0,0,0,0,1
3756,2,0,0,0,0,1,1
3757,1,0,0,0,0,0,1
3758,10,0,0,0,0,0,1
3759,1,0,0,0,0,0,1
3760,2,0,0,0,0,0,1
3761,1,0,0,0,0,0,1
3762,3,0,0,0,0,0,1
3763,1,0,0,0,0,0,1
3764,1,one,43200,43200,1,1,1
3765,199,80000,0,800,1,1,1
3766,1,0,0,0,0,0,1
3767,6,0,0,0,0,0,1
3768,8,0,0,0,0,0,1
3769,30,0,0,0,0,0,1
3770,11,0,0,0,0,0,1
3771,10,0,0,0,1,1,1
3772,18,0,0,0,0,0,1
3773,1,50000,15996,15996,0,0,1
3774,3,0,0,0,1,1,1
3775,5,0,0,0,0,0,1
3776,1,0,0,0,0,0,1
3777,25,0,0,0,0,0,1
3778,13,0,0,0,0,0,1
3779,4,0,0,0,0,0,1
3780,7,0,0,0,0,0,1
3781,2,0,0,0,0,0,1
3782,2,0,0,0,0,0,1
3783,1,0,0,0,0,0,1
3784,1,0,0,0,0,0,1
3785,134,0,0,0,0,0,1
3786,13,0,0,0,0,0,1
3787,6,0,0,0,0,1,1
3788,1,0,0,0,0,0,1
3789,19,0,0,0,0,0,1
3790,9,0,0,0,0,0,1
3791,3,0,0,0,0,0,1
3792,4,0,0,0,0,0,1
3793,1,0,0,0,0,0,1
3794,10,0,0,0,0,0,1
3795,4,0,0,0,0,0,1
3796,3,0,0,0,0,0,1
3797,1,0,0,0,0,0,1
3798,3,0,0,0,0,0,1
3799,2,0,0,0,0,0,1
3800,1,0,0,0,0,0,1
3801,21,0,0,0,0,0,1
3802,5,0,0,0,0,0,1
3803,1,0,0,0,0,0,1
3804,11,0,0,0,0,0,1
3805,14,5046298,104050,104050,1,1,1
3806,1,0,0,0,0,0,1
3807,2,0,0,0,0,0,1
3808,1,0,0,0,0,0,1
3809,3,0,0,0,0,0,1
3810,1,0,0,0,0,0,1
3811,294,0,0,0,0,0,1
3812,20,0,0,0,0,1,1
3813,3,0,0,0,0,0,1
3814,1,0,0,0,0,0,1
3815,3,0,0,0,0,0,1
3816,2,0,0,0,0,0,1
3817,1,0,0,0,0,1,1
3818,52,0,0,0,0,1,1
3819,8,0,0,0,0,0,1
3820,10,0,0,0,0,0,1
3821,1,0,0,0,0,0,1
3822,1,0,0,0,0,0,1
3823,2,0,0,0,0,0,1
3824,1,0,0,0,0,0,1
3825,1,0,0,0,0,0,1
3826,1,0,0,0,0,0,1
3827,2,0,0,0,0,0,1
3828,46,0,0,0,0,0,1
3829,4,0,0,0,0,0,1
3830,2,0,0,0,0,0,1
3831,8,0,0,0,0,0,1
3832,6,0,0,0,0,0,1
3833,13,0,0,0,0,0,1
3834,53,0,0,0,1,1,1
3835,4,0,0,0,0,0,1
3836,3,0,0,0,0,0,1
3837,1,0,0,0,0,0,1
3838,4,0,0,0,0,0,1
3839,2,0,0,0,0,0,1
3840,1,0,0,0,0,0,1
3841,1,0,0,0,0,0,1
3842,36,0,0,0,0,0,1
3843,21,0,0,0,0,0,1
3844,20,0,0,0,0,1,1
3845,24,360000,128511,6760,0,1,1
3846,5,0,0,0,0,0,1
3847,7,0,0,0,0,0,1
3848,8,0,0,0,0,0,1
3849,1,0,0,0,0,0,1
3850,1,0,0,0,0,0,1
3851,1,0,0,0,0,0,1
3852,60,0,0,0,0,0,1
3853,10,0,0,0,0,0,1
3854,84,0,0,0,0,0,1
3855,12,0,0,0,0,0,1
3856,1,0,0,0,0,0,1
3857,1,0,0,0,0,0,1
3858,1,0,0,0,0,0,1
3859,2,0,0,0,0,0,1
3860,6,0,0,0,0,0,1
3861,1,0,0,0,0,0,1
3862,2,0,0,0,0,0,1
3863,1,0,0,0,0,0,1
3864,24,0,0,0,0,0,1
3865,9,0,0,0,0,0,1
3866,22,0,0,0,0,0,1
3867,19,1800000,259770,2400,1,0,1
3868,1,0,0,0,0,1,1
3869,4,0,0,0,0,1,1
3870,1,0,0,0,0,0,1
3871,1,0,0,0,0,0,1
3872,1,0,0,0,0,0,1
3873,15,40000,24000PERAUM,2000,0,1,1
3874,7,0,0,0,0,0,1
3875,2,0,0,0,0,0,1
3876,2,0,0,0,0,0,1
3877,3,0,0,0,0,0,1
3878,1,0,0,0,0,0,1
3879,1,0,0,0,0,0,1
3880,32,0,0,0,0,0,1
3881,21,450000'00,144000,144000,1,1,1
3882,1,0,0,0,0,0,1
3883,1,0,0,0,0,0,1
3884,1,0,0,0,0,0,1
3885,34,0,0,0,0,0,1
3886,23,0,0,0,0,0,1
3887,3,0,0,0,0,0,1
3888,12,0,0,0,0,0,1
3889,8,0,0,0,0,1,1
3890,7,350000,178475,11828,0,1,1
3891,2,0,0,0,0,0,1
3892,5,0,0,0,0,0,1
3893,1,0,0,0,0,0,1
3894,7,0,0,0,0,0,1
3895,3,0,0,0,0,0,1
3896,10,0,0,0,1,1,1
3897,9,0,0,0,0,0,1
3898,53,0,0,0,0,0,1
3899,26,0,0,0,0,0,1
3900,2,0,0,0,0,0,1
3901,6,0,0,0,0,0,1
3902,10,0,0,0,0,0,1
3903,1,0,0,0,0,0,1
3904,1,0,0,0,0,0,1
3905,23,5547072.48,739833,462256.04,1,1,1
3906,1,0,0,0,0,1,1
3907,1,0,0,0,0,0,1
3908,2,0,0,0,0,0,1
3909,7,50000,1500,19500,1,1,1
3910,1,0,0,0,0,0,1
3911,25,0,0,0,0,0,1
3912,17,0,0,0,0,0,1
3913,5,145000,9000,8949,1,0,1
3914,1,18335833.5,244049.44,222756.02,1,1,0
3915,11,0,0,0,0,0,1
3916,2,480000-00,0,0,1,0,1
3917,1,0,0,0,0,0,1
3918,2,0,0,0,0,0,1
3919,1,0,0,0,0,0,1
3920,7,0,0,0,0,0,1
3921,9,0,0,0,0,0,1
3922,3,0,0,0,0,0,1
3923,2,0,1000,1000,1,1,1
3924,1,200000,/A,8000,1,1,1
3925,1,0,0,9000,0,0,1
3926,1,0,0,0,0,0,1
3927,30,0,0,0,0,0,1
3928,40,0,0,0,0,0,1
3929,9,0,0,0,1,1,1
3930,20,4847215,53250900,424061.76,1,1,1
3931,2,200000,38400,3200,0,1,1
3932,1,17000,6000,0,1,1,1
3933,2,0,0,0,0,1,1
3934,1,0,0,0,0,0,1
3935,1,0,0,0,0,0,1
3936,3,0,0,0,0,1,1
3937,33,0,0,0,0,1,1
3938,1,240000,810,3500,0,0,1
3939,4,5400000,285000,94702.71,0,1,1
3940,5,0,0,0,0,0,1
3941,10,0,0,0,0,0,1
3942,3,0,0,0,0,0,1
3943,1,3600000,0,52000,0,1,1
3944,3,0,0,0,1,1,1
3945,6,60000,2600,2600,0,0,1
3946,1,0,18000,18000,0,0,1
3947,1,0,0,0,0,0,1
3948,5,0,0,0,0,0,1
3949,10,11000000,0,100000,0,1,1
3950,6,0,0,0,0,0,1
3951,7,7200000,111400,95900,1,1,1
3952,1,0,0,0,0,0,1
3953,3,15000000,278797.08,382100,0,0,0
3954,1,0,0,0,0,1,1
3955,4,7103302.7,201958.74,165649,1,1,1
3956,5,0,0,0,0,0,1
3957,6,0,0,0,0,0,1
3958,1,453894.12,84352.48,75107,1,1,1
3959,1,0,0,0,0,0,1
3960,1,0,0,0,0,0,1
3961,2,0,0,0,0,0,1
3962,1,0,0,0,0,0,1
3963,1,106467-25,36000-00,3000-00,0,1,1
3964,1,0,0,0,0,0,1
3965,1,50000,45000,17500,1,0,1
3966,3,40000,0,4400,1,1,1
3967,1,3500000,7500000,3160000,1,0,0
3968,5,200000,7100,7100,1,1,1
3969,10,2illion,1759,30100-00,1,1,1
3970,3,36000,60,3000,1,1,1
3971,2,176282878,187220.4,135600,1,0,1
3972,2,0,0,0,1,1,1
3973,8,276000,2268,23000,1,1,1
3974,1,0,50000,30000,1,1,1
3975,14,96000,9650,8000,1,1,1
3976,1,0,0,0,0,0,1
3977,1,0,0,0,0,0,1
3978,1,48000,7476,1000,1,1,1
3979,14,0,0,0,0,0,1
3980,1,0,0,0,0,0,1
3981,1,0,0,0,0,0,1
3982,1,0,0,0,0,0,1
3983,1,0,0,0,0,0,1
3984,8,0,0,0,0,0,1
3985,5,0,0,0,0,0,1
3986,1,0,0,0,0,0,1
3987,1,0,0,0,0,0,1
3988,4,0,0,0,0,0,1
3989,1,0,0,0,0,0,1
3990,24,0,0,0,0,0,1
3991,5,0,0,0,0,0,1
3992,18,0,0,0,0,0,1
3993,1,0,0,0,0,0,1
3994,1,0,0,0,0,0,1
3995,1,3401050.85,139615.48,118710.58,1,1,1
3996,1,0,0,0,0,0,1
3997,2,0,0,0,0,1,1
3998,30,48000,0,4000,0,0,1
3999,8,0,0,0,0,0,1
4000,3,0,0,0,0,1,1
4001,7,0,0,0,1,1,1
4002,5,444000,12426,10926,1,1,1
4003,2,0,0,0,0,0,1
4004,1,0,0,0,0,0,1
4005,19,0,0,0,0,1,1
4006,3,0,0,0,0,0,1
4007,20,0,0,0,0,0,1
4008,1,0,0,0,0,0,1
4009,1,0,0,0,0,0,1
4010,23,0,0,0,0,0,1
4011,16,0,0,0,0,0,1
4012,1,0,0,0,0,0,1
4013,19,0,0,0,0,0,1
4014,4,0,0,0,0,0,1
4015,1,0,0,0,0,0,1
4016,1,0,0,0,0,0,1
4017,113,0,0,0,0,0,1
4018,123,0,0,0,0,0,1
4019,15,0,0,0,0,0,1
4020,4,0,0,0,0,0,1
4021,7,0,0,0,0,0,1
4022,7,0,0,0,0,0,1
4023,1,0,0,0,0,0,1
4024,3,0,0,0,0,0,1
4025,2,0,0,0,0,1,1
4026,1,0,0,0,0,0,1
4027,3,0,0,0,0,0,1
4028,4,0,0,0,0,0,1
4029,1,0,0,0,0,1,1
4030,2,0,0,0,0,1,1
4031,11,0,0,0,0,0,1
4032,1,0,0,0,0,0,1
4033,8,0,2645,0,1,1,1
4034,10,0,0,0,0,0,1
4035,2,0,0,0,0,0,1
4036,1,0,0,0,0,0,1
4037,3,0,0,0,0,0,1
4038,1,46000,0,4100,1,0,1
4039,29,0,0,0,0,0,1
4040,6,0,0,0,0,0,1
4041,47,1.1,0,257892,0,1,1
4042,8,0,0,0,0,0,1
4043,5,186000,0,45600,0,1,0
4044,5,/A,8000,7000,1,0,1
4045,1,0,0,0,0,0,1
4046,1,48000,21600,1800,1,1,1
4047,3,0,0,0,0,0,1
4048,2,45888,0,7500,1,0,1
4049,2,0,0,0,0,0,1
4050,1,0,0,0,0,0,1
4051,35,0,0,165482.9,0,1,1
4052,13,0,0,0,0,0,1
4053,8,0,0,0,0,0,1
4054,3,0,0,0,0,0,1
4055,1,0,0,0,0,0,1
4056,3,0,0,0,0,0,1
4057,1,0,0,0,0,1,1
4058,1,0,0,0,0,0,1
4059,1,0,0,0,0,0,1
4060,1,90000,2200,2200,1,1,1
4061,56,0,0,0,0,1,1
4062,2,0,1750,1750,1,1,1
4063,11,0,0,0,0,1,1
4064,26,17354575.21,347670.51,275700,1,0,1
4065,1,0,0,0,0,0,1
4066,4,0,0,0,0,0,1
4067,11,0,0,0,0,0,1
4068,1,0,0,0,0,0,1
4069,4,0,0,0,0,0,1
4070,15,0,0,0,0,0,1
4071,1,0,0,0,0,0,1
4072,10,0,0,0,0,0,1
4073,3,0,0,0,0,0,1
4074,4,4.3il,0,0,0,1,1
4075,1,0,0,0,0,1,1
4076,1,0,0,0,0,0,1
4077,2,0,0,0,0,0,1
4078,1,0,0,0,0,0,1
4079,1,0,0,0,0,0,1
4080,1,9000000,113194.93,92922.73,1,1,1
4081,21,0,0,0,0,0,1
4082,20,0,0,0,0,1,1
4083,6,0,0,0,0,0,1
4084,5,246955,16272,20000,1,0,1
4085,2,0,0,0,0,0,1
4086,9,30452549,387116.96,307078.84,1,1,1
4087,1,194000,90000,10000,1,1,1
4088,2,0,0,0,0,0,1
4089,5,0,0,0,0,0,1
4090,3,0,0,0,0,0,1
4091,2,2801383,73710.06,67550,0,0,1
4092,1,0,0,0,0,0,1
4093,1,0,0,0,0,0,1
4094,31,0,0,0,0,0,1
4095,4,0,0,0,0,0,1
4096,6,0,0,0,0,0,1
4097,4,0,0,0,0,0,1
4098,3,0,0,0,0,0,1
4099,3,0,0,0,0,0,1
4100,2,0,0,0,0,0,1
4101,4,0,0,0,0,0,1
4102,1,0,0,0,0,0,1
4103,1,15448469,378059.49,298168.34,1,1,1
4104,1,0,0,0,0,0,1
4105,4,960000.00+-,253636,0,1,0,1
4106,35,0,0,0,0,0,1
4107,22,0,0,0,0,0,1
4108,2,13400,7518,2000,1,0,1
4109,17,0,0,0,0,0,1
4110,5,0,0,0,0,1,1
4111,1,0,0,0,0,0,1
4112,1,0,0,0,0,0,1
4113,1,0,0,0,0,0,1
4114,8,0,3000P/M,3000P/M,0,0,1
4115,5,21MILLIO,143597.09(Aril2020),80650,1,1,1
4116,4,0,0,0,0,0,1
4117,1,0,0,0,0,0,1
4118,3,12000,1500,300,1,0,1
4119,1,0,0,0,0,0,1
4120,8,0,0,0,0,0,1
4121,5,0,0,0,0,1,1
4122,6,0,0,0,0,0,1
4123,4,0,0,0,0,0,1
4124,4,0,0,0,0,0,1
4125,1,213479502.4,673156.2,641732.28,0,1,1
4126,16,0,0,0,0,0,1
4127,2,0,0,0,0,0,1
4128,1,0,0,0,0,0,1
4129,4,0,0,0,0,0,1
4130,1,508580,35350.57,27856.33,1,1,1
4131,1,0,0,0,0,0,1
4132,18,0,0,0,0,0,1
4133,1,0,0,0,0,0,1
4134,2,550992,45916,45916,1,1,1
4135,1,0,0,0,0,0,1
4136,1,0,0,0,0,0,1
4137,2,2500000,0,0,1,1,1
